Credit_Limit;Customer_Age;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Total_Revolving_Bal;Total_Trans_Amt;Total_Trans_Ct;Avg_Utilization_Ratio
6457;46;M;3;High School;Divorced;$120K +;Blue;37;0;4487;73;0
1603;45;F;3;High School;Married;Less than $40K;Blue;40;0;4041;66;0
9051;43;F;3;Unknown;Divorced;Unknown;Blue;37;1557;4169;72;0.172
10057;50;F;1;High School;Single;Unknown;Blue;42;0;2383;42;0
2043;33;M;3;Graduate;Single;$60K - $80K;Blue;27;1725;5212;79;0.844
2802;65;F;0;Unknown;Single;Less than $40K;Blue;56;2403;3887;61;0.858
1960;56;F;2;Graduate;Divorced;Less than $40K;Blue;45;1690;3870;67;0.862
2348;40;F;3;Unknown;Divorced;Less than $40K;Blue;36;1061;1901;27;0.452
2978;40;M;2;High School;Divorced;$60K - $80K;Blue;25;0;3879;95;0
2017;49;F;3;College;Married;Less than $40K;Blue;29;1557;3875;75;0.772
13613;29;F;1;Graduate;Single;Unknown;Blue;36;1172;4253;84;0.086
5553;45;F;2;Doctorate;Single;Less than $40K;Blue;33;1117;3744;52;0.201
6346;51;M;1;High School;Unknown;$80K - $120K;Blue;41;578;3837;85;0.091
34516;45;M;2;Unknown;Married;$120K +;Silver;38;1406;3342;63;0.041
1438.3;40;F;3;Graduate;Married;Less than $40K;Blue;27;988;3561;72;0.687
15133;37;M;3;Unknown;Single;$40K - $60K;Silver;24;1663;4392;68;0.11
2502;42;M;4;College;Single;$40K - $60K;Blue;36;1488;3763;75;0.595
2589;45;F;3;High School;Single;Less than $40K;Blue;36;2052;4133;68;0.793
2049;47;F;3;Graduate;Single;Less than $40K;Blue;36;1460;3514;79;0.713
3560;47;M;4;College;Married;$40K - $60K;Blue;35;751;4060;79;0.211
1438.3;49;F;3;Unknown;Married;Less than $40K;Blue;36;0;4553;78;0
25937;43;M;3;Graduate;Unknown;$120K +;Blue;36;0;3785;68;0
2387;43;M;1;Post-Graduate;Single;$60K - $80K;Blue;38;1482;3909;67;0.621
2912;48;M;4;Graduate;Married;Less than $40K;Blue;36;1501;4518;90;0.515
7062;53;M;2;Uneducated;Single;$60K - $80K;Blue;38;1255;3432;68;0.178
12186;56;M;2;Graduate;Married;$80K - $120K;Blue;51;1080;4785;66;0.089
3570;64;M;0;Graduate;Single;Less than $40K;Blue;52;2517;3289;47;0.705
3072;38;F;3;Doctorate;Single;Unknown;Blue;32;1970;4245;82;0.641
31501;51;F;2;Graduate;Single;Unknown;Silver;41;1810;3893;81;0.057
5928;42;F;2;Unknown;Married;Less than $40K;Blue;36;2517;3536;69;0.425
8482;44;F;4;Graduate;Single;Unknown;Blue;36;0;4076;81;0
23911;50;M;2;Uneducated;Married;$120K +;Blue;36;2100;4770;89;0.088
1438.3;62;M;0;Graduate;Single;$80K - $120K;Blue;56;0;3628;74;0
3261;49;F;3;Unknown;Single;Less than $40K;Blue;42;814;4739;89;0.25
2317;41;M;2;Graduate;Single;$60K - $80K;Blue;30;1232;3057;71;0.532
33913;43;M;2;Unknown;Single;$120K +;Blue;34;0;4160;76;0
34516;43;M;2;Graduate;Single;$80K - $120K;Blue;30;0;2427;51;0
1637;45;F;3;Graduate;Married;Unknown;Blue;36;774;4120;78;0.473
5448;48;M;3;High School;Married;$60K - $80K;Blue;39;0;3912;72;0
5152;64;F;1;Graduate;Single;$40K - $60K;Blue;56;948;4074;72;0.184
15195;46;F;4;Doctorate;Married;Unknown;Blue;26;0;2631;41;0
2799;53;F;2;High School;Married;Less than $40K;Blue;41;1303;3971;76;0.466
1438.3;38;F;1;Graduate;Married;Less than $40K;Blue;29;0;2139;47;0
1817;51;M;3;Unknown;Married;$80K - $120K;Blue;32;885;3400;67;0.487
3443;47;F;3;Graduate;Unknown;Unknown;Blue;33;0;2505;45;0
4281;51;F;2;Post-Graduate;Single;Less than $40K;Blue;36;0;1723;44;0
2029;56;F;2;Unknown;Married;Less than $40K;Blue;36;974;4170;73;0.48
1438.3;33;F;3;Graduate;Married;Unknown;Blue;15;1055;4208;67;0.734
28186;52;M;2;High School;Single;$80K - $120K;Blue;44;1308;2853;64;0.046
34516;46;F;3;Unknown;Married;Unknown;Silver;41;0;3722;72;0
3818;46;F;4;Uneducated;Single;Unknown;Blue;36;0;4272;71;0
11494;40;F;4;High School;Married;$40K - $60K;Blue;28;1160;3353;86;0.101
28142;49;M;2;High School;Married;$80K - $120K;Blue;32;762;3676;47;0.027
2316;40;F;4;Post-Graduate;Married;Less than $40K;Blue;36;1510;3471;63;0.652
10533;43;M;3;College;Single;$40K - $60K;Blue;33;1689;3651;69;0.16
14322;48;M;4;Graduate;Married;$80K - $120K;Blue;41;0;3993;75;0
34516;50;M;3;Graduate;Married;$120K +;Blue;38;1662;3806;76;0.048
6798;48;M;4;High School;Married;$80K - $120K;Blue;36;2517;4327;79;0.37
1438.3;46;F;3;Graduate;Married;Unknown;Blue;39;0;4111;62;0
2445;46;M;1;Graduate;Single;$60K - $80K;Blue;37;848;2216;39;0.347
2585;51;F;3;Graduate;Single;$40K - $60K;Blue;36;1847;3480;64;0.715
1438.3;52;F;2;Post-Graduate;Single;Unknown;Blue;42;0;4102;78;0
1781;46;F;3;High School;Married;Less than $40K;Blue;38;1315;4775;83;0.738
1606;42;M;4;Unknown;Married;$40K - $60K;Blue;36;0;2628;41;0
2205;42;F;4;Graduate;Married;Less than $40K;Blue;28;1245;4921;90;0.565
2270;49;F;3;Graduate;Married;Unknown;Blue;39;1647;4110;75;0.726
2568;44;F;2;Uneducated;Single;Less than $40K;Blue;37;1875;4254;85;0.73
3292;55;F;1;Uneducated;Single;Less than $40K;Blue;49;0;2222;54;0
10797;54;F;1;College;Unknown;Less than $40K;Silver;43;1252;1739;38;0.116
30501;46;M;0;Uneducated;Single;$60K - $80K;Silver;36;2030;2525;45;0.067
5371;45;F;2;Graduate;Married;Less than $40K;Blue;34;1499;3282;66;0.279
13441;37;M;3;High School;Unknown;$80K - $120K;Blue;28;0;4207;80;0
9137;52;M;3;Graduate;Single;$60K - $80K;Blue;36;1729;4626;77;0.189
5848;45;F;2;Graduate;Married;Less than $40K;Blue;40;2517;2000;32;0.43
10614;47;M;2;Graduate;Single;$120K +;Blue;41;784;4601;77;0.074
4035;42;F;2;College;Unknown;Unknown;Blue;32;1003;4589;89;0.249
4205;59;F;0;Graduate;Single;$40K - $60K;Blue;48;710;2023;38;0.169
2586;46;F;2;Graduate;Single;Less than $40K;Blue;36;2196;3944;78;0.849
7234;41;F;3;Unknown;Unknown;Less than $40K;Blue;28;1420;4466;92;0.196
34516;57;M;2;Graduate;Single;$120K +;Silver;51;1417;4303;77;0.041
21114;35;M;1;Graduate;Unknown;$80K - $120K;Blue;24;0;3534;56;0
2522;53;M;1;Unknown;Married;$40K - $60K;Blue;48;1704;4697;73;0.676
11309;37;M;1;Graduate;Single;$80K - $120K;Blue;24;0;4809;71;0
13883;43;M;3;Graduate;Married;$120K +;Blue;31;783;1871;32;0.056
13448;43;M;3;Graduate;Unknown;$60K - $80K;Blue;31;0;5067;62;0
25991;55;M;1;Uneducated;Single;$60K - $80K;Silver;46;0;2996;62;0
2537;52;F;0;Graduate;Single;Less than $40K;Blue;36;1097;4964;84;0.432
1438.3;46;M;4;High School;Single;$40K - $60K;Blue;36;794;3895;67;0.552
13019;40;F;2;Uneducated;Married;Unknown;Blue;36;0;1484;33;0
3339;53;F;1;College;Married;$40K - $60K;Blue;48;0;2432;48;0
28390;49;M;3;Uneducated;Divorced;$80K - $120K;Blue;37;1141;4631;76;0.04
23665;44;M;2;Graduate;Unknown;$80K - $120K;Blue;33;1624;4190;87;0.069
1438.3;46;M;3;Graduate;Single;$40K - $60K;Blue;36;0;4374;71;0
2459;43;F;4;High School;Unknown;Less than $40K;Blue;36;1127;4343;83;0.458
1624;28;F;1;Graduate;Single;Less than $40K;Blue;36;0;1897;35;0
8900;49;F;3;Uneducated;Married;$40K - $60K;Blue;40;1700;4710;70;0.191
5239;48;F;4;Graduate;Single;Unknown;Blue;41;1172;4241;61;0.224
9351;42;F;3;High School;Married;Less than $40K;Blue;36;1482;5099;60;0.158
2655;43;F;4;Graduate;Married;Less than $40K;Blue;38;1650;4025;62;0.621
3173;51;M;2;Post-Graduate;Married;$120K +;Blue;45;2517;4030;73;0.793
6243;48;M;3;Post-Graduate;Divorced;$60K - $80K;Blue;35;1331;3502;57;0.213
6730;37;F;1;High School;Single;Unknown;Blue;36;1093;4814;89;0.162
2490;40;F;3;Uneducated;Married;Less than $40K;Blue;29;2225;3339;71;0.894
1746;51;F;2;Uneducated;Single;Less than $40K;Blue;36;1107;1907;47;0.634
4141;44;M;2;Graduate;Married;$60K - $80K;Blue;36;1424;3512;65;0.344
11684;58;F;2;Uneducated;Divorced;Less than $40K;Silver;46;653;4900;61;0.056
2363;47;F;2;Graduate;Single;Less than $40K;Blue;36;494;3887;71;0.209
34516;48;M;4;Uneducated;Single;$80K - $120K;Silver;43;0;1626;28;0
28829;46;M;3;Graduate;Unknown;$60K - $80K;Silver;40;0;4540;78;0
1438.3;33;F;2;High School;Single;$40K - $60K;Blue;28;746;4415;77;0.519
2730;47;F;2;High School;Married;Less than $40K;Blue;34;1970;3841;69;0.722
1994;55;F;2;High School;Married;Less than $40K;Blue;36;1175;4455;82;0.589
9727;48;M;3;Uneducated;Married;$80K - $120K;Blue;42;1626;3543;62;0.167
33771;41;M;4;Uneducated;Divorced;$60K - $80K;Silver;36;0;3819;75;0
10452;39;M;0;Doctorate;Single;$60K - $80K;Blue;33;1120;3592;79;0.107
2858;45;F;4;Unknown;Single;Less than $40K;Blue;32;0;2611;43;0
4707;46;M;3;Uneducated;Married;$40K - $60K;Blue;36;1121;3188;71;0.238
3537;49;F;1;Graduate;Single;Less than $40K;Blue;44;0;4726;78;0
8258;46;M;3;Doctorate;Divorced;$80K - $120K;Blue;38;1771;1447;23;0.214
3072;46;F;4;Graduate;Married;Less than $40K;Blue;35;1611;3992;57;0.524
8892;48;M;3;High School;Unknown;Less than $40K;Blue;38;889;4900;89;0.1
3841;52;M;3;Graduate;Married;$120K +;Blue;36;2517;2680;51;0.655
1920;37;F;0;Graduate;Divorced;$40K - $60K;Blue;28;0;4715;81;0
7802;42;M;3;High School;Unknown;Less than $40K;Blue;31;1885;4212;75;0.242
1705;48;F;4;Graduate;Single;Less than $40K;Blue;35;1192;4862;41;0.699
1822;52;F;2;Doctorate;Married;$40K - $60K;Blue;43;1605;2538;39;0.881
9294;45;F;3;Unknown;Single;Unknown;Blue;32;2000;4431;82;0.215
12248;40;M;2;High School;Married;$120K +;Blue;27;1323;4806;91;0.108
10264;39;F;4;Uneducated;Single;$40K - $60K;Blue;34;803;4003;74;0.078
15069;42;M;3;Graduate;Single;$40K - $60K;Silver;36;1843;3464;67;0.122
4650;41;F;4;High School;Divorced;$40K - $60K;Blue;37;204;2014;54;0.044
3685;53;F;2;Graduate;Single;Less than $40K;Blue;48;0;4012;59;0
7231;49;F;2;High School;Divorced;$40K - $60K;Blue;33;2517;3912;67;0.348
10007;44;M;4;Unknown;Married;$60K - $80K;Blue;32;1586;4309;77;0.158
2641;52;M;4;Uneducated;Married;$60K - $80K;Blue;39;1584;4279;67;0.6
3095;29;F;1;High School;Single;Less than $40K;Blue;20;1488;4642;92;0.481
3607;48;F;4;High School;Married;Less than $40K;Blue;37;0;2013;35;0
1954;36;F;2;Uneducated;Single;Unknown;Blue;23;1179;3896;67;0.603
21317;45;M;3;High School;Unknown;$60K - $80K;Blue;27;0;3814;67;0
19402;41;M;3;Graduate;Single;$80K - $120K;Blue;37;0;1937;51;0
8063;45;M;4;Graduate;Single;$80K - $120K;Blue;36;1485;4275;77;0.184
3097;40;F;2;Graduate;Unknown;$40K - $60K;Blue;32;2409;4624;86;0.778
1438.3;48;F;3;Graduate;Unknown;Less than $40K;Blue;44;0;2054;46;0
3161;43;F;5;Uneducated;Single;Less than $40K;Blue;39;2424;4307;66;0.767
2435;38;F;3;Uneducated;Single;$40K - $60K;Blue;30;2432;1460;32;0.999
1845;59;F;0;Unknown;Single;Less than $40K;Blue;40;1076;4319;76;0.583
1603;49;F;3;College;Married;Less than $40K;Blue;41;749;2644;43;0.467
4710;39;F;5;College;Single;Less than $40K;Blue;30;1869;4719;91;0.397
2751;50;F;2;Uneducated;Single;Unknown;Blue;41;2253;2108;40;0.819
1438.3;38;F;1;High School;Married;Less than $40K;Blue;28;0;4815;81;0
24287;52;M;2;High School;Married;$60K - $80K;Blue;45;1676;5495;69;0.069
1694;42;F;5;Graduate;Married;Less than $40K;Blue;18;1074;3857;70;0.634
1457;50;F;1;High School;Single;Less than $40K;Blue;36;0;1441;39;0
25045;33;M;3;Unknown;Divorced;Unknown;Blue;27;0;3444;52;0
10859;52;F;3;Graduate;Unknown;$40K - $60K;Blue;45;1710;3987;64;0.157
16928;45;M;3;High School;Married;$40K - $60K;Silver;33;1519;3355;66;0.09
4297;37;M;2;High School;Single;$40K - $60K;Blue;30;0;4310;76;0
8302;42;M;3;Uneducated;Single;$60K - $80K;Blue;30;1294;3221;66;0.156
2734;43;F;2;Uneducated;Unknown;Less than $40K;Blue;39;2517;4457;86;0.921
27374;40;M;3;Graduate;Divorced;$80K - $120K;Blue;31;1509;4231;60;0.055
2960;43;F;2;Uneducated;Married;Unknown;Blue;38;1853;3921;63;0.626
9110;54;M;3;Doctorate;Single;$60K - $80K;Blue;41;0;2999;75;0
1539;42;F;4;Uneducated;Married;Less than $40K;Blue;35;0;4793;71;0
1947;39;F;2;Graduate;Married;$40K - $60K;Blue;36;1160;4496;71;0.596
2667;45;F;3;Unknown;Unknown;$40K - $60K;Blue;36;1551;4883;85;0.582
3062;54;F;3;College;Single;Less than $40K;Blue;45;2039;4037;71;0.666
3114;47;F;3;Post-Graduate;Single;$40K - $60K;Blue;36;1059;4342;62;0.34
14948;54;M;1;Uneducated;Single;$60K - $80K;Blue;48;2158;3094;56;0.144
1749;49;F;0;Doctorate;Unknown;Less than $40K;Blue;37;0;2510;38;0
2534;44;M;3;Unknown;Married;$40K - $60K;Blue;36;1706;3965;57;0.673
2503;46;F;3;College;Single;Less than $40K;Blue;36;2373;4647;65;0.948
1854;38;F;3;High School;Married;Less than $40K;Blue;31;0;5245;89;0
4092;43;F;2;Graduate;Married;Less than $40K;Blue;35;622;5001;88;0.152
13284;62;M;1;Graduate;Single;$60K - $80K;Blue;54;607;4942;76;0.046
4830;59;F;0;Graduate;Single;Less than $40K;Blue;53;1469;3365;63;0.304
5911;45;F;2;Graduate;Married;Less than $40K;Blue;25;916;1656;31;0.155
11012;53;F;1;College;Single;Unknown;Blue;44;1328;3793;86;0.121
19188;43;M;4;Graduate;Single;$60K - $80K;Blue;24;0;4366;69;0
18056;44;F;3;Uneducated;Single;Unknown;Blue;31;940;4473;72;0.052
1438.3;50;F;2;Uneducated;Single;Less than $40K;Blue;37;754;4457;69;0.524
3201;31;F;0;High School;Married;Less than $40K;Blue;13;984;5155;77;0.307
1479;50;F;4;High School;Married;$40K - $60K;Blue;36;1004;5116;75;0.679
3144;38;F;4;Graduate;Married;Less than $40K;Blue;30;2216;4717;75;0.705
1854;58;M;1;College;Single;$80K - $120K;Blue;45;1480;3292;73;0.798
1960;49;M;5;Uneducated;Unknown;$60K - $80K;Blue;43;0;2253;39;0
9782;37;M;3;Uneducated;Unknown;$80K - $120K;Blue;36;1793;3672;75;0.183
3144;47;F;4;Graduate;Married;Less than $40K;Blue;39;0;3774;80;0
4738;47;M;2;Graduate;Married;$40K - $60K;Blue;42;0;1900;36;0
34516;46;F;3;High School;Single;Unknown;Silver;36;154;1987;46;0.004
1438.3;35;F;1;Unknown;Married;Less than $40K;Blue;29;856;4432;92;0.595
34516;43;M;2;College;Divorced;$120K +;Blue;37;0;1370;38;0
2156;32;F;0;Uneducated;Married;Less than $40K;Blue;23;1114;4106;66;0.517
1938;63;F;0;College;Single;Less than $40K;Blue;44;0;3974;56;0
1438.3;61;F;1;Graduate;Single;Less than $40K;Blue;52;0;3560;67;0
3781;54;F;2;Graduate;Married;Unknown;Blue;44;1692;2310;43;0.448
34516;48;M;3;High School;Married;$60K - $80K;Gold;37;1948;4539;75;0.056
1438.3;49;M;1;High School;Single;$120K +;Blue;44;1058;4109;72;0.736
3261;49;M;3;Graduate;Single;$80K - $120K;Blue;36;0;3081;50;0
2211;35;F;3;Graduate;Single;Less than $40K;Blue;23;1370;4359;79;0.62
1493;39;F;2;Unknown;Single;Unknown;Blue;28;792;4131;80;0.53
20631;48;F;3;Post-Graduate;Married;Unknown;Blue;36;2048;4827;77;0.099
2255;53;F;3;Doctorate;Married;Less than $40K;Blue;33;1647;4270;76;0.73
1507;51;M;3;Uneducated;Married;$80K - $120K;Blue;42;961;4126;90;0.638
11097;65;F;0;Uneducated;Unknown;Less than $40K;Silver;53;0;4836;83;0
8162;49;F;4;Graduate;Married;Unknown;Blue;40;1704;4334;80;0.209
18721;44;M;4;Unknown;Single;$60K - $80K;Blue;36;1568;4537;81;0.084
5210;62;F;0;High School;Unknown;Less than $40K;Blue;51;0;2162;36;0
1736;43;F;2;Uneducated;Single;Less than $40K;Blue;36;1513;3462;67;0.872
1864;51;M;3;College;Married;$80K - $120K;Blue;34;1427;3833;73;0.766
6611;43;F;2;High School;Single;Less than $40K;Blue;37;1041;4037;74;0.157
7942;34;F;0;Graduate;Married;Unknown;Blue;13;2087;4068;66;0.263
13382;49;M;3;Post-Graduate;Married;$80K - $120K;Blue;36;1159;1828;45;0.087
18550;63;M;0;Graduate;Single;Unknown;Blue;55;0;2616;42;0
2650;39;F;3;Graduate;Single;Less than $40K;Blue;36;1646;4512;80;0.621
1696;37;M;3;Uneducated;Single;$40K - $60K;Blue;36;0;2095;43;0
2628;40;F;3;Graduate;Single;Less than $40K;Blue;33;1771;4316;72;0.674
1457;46;F;3;Unknown;Married;$40K - $60K;Blue;39;563;3967;69;0.386
34516;46;M;5;Uneducated;Unknown;$80K - $120K;Blue;28;1259;4300;94;0.036
3056;40;F;4;Uneducated;Single;Unknown;Blue;32;2038;4734;73;0.667
2650;52;M;2;High School;Single;$80K - $120K;Blue;44;1049;4218;64;0.396
3331;58;F;1;College;Married;Less than $40K;Blue;38;2251;5379;92;0.676
3343;49;F;1;Uneducated;Unknown;Less than $40K;Blue;38;1820;4507;63;0.544
4123;51;M;2;High School;Married;$60K - $80K;Blue;46;1760;2447;40;0.427
2677;55;F;1;Unknown;Married;Less than $40K;Blue;36;1555;4757;81;0.581
3023;57;F;0;Graduate;Single;Less than $40K;Blue;45;2517;2477;42;0.833
2238;56;F;2;High School;Married;Less than $40K;Blue;47;1324;4108;72;0.592
3875;59;F;2;High School;Married;Unknown;Blue;51;1397;2312;49;0.361
20803;42;M;2;Post-Graduate;Single;$60K - $80K;Blue;26;1747;4012;60;0.084
2760;48;M;2;Doctorate;Single;$40K - $60K;Blue;42;0;1759;34;0
9086;45;M;3;Doctorate;Single;$80K - $120K;Blue;36;1254;3906;81;0.138
21142;47;M;3;Graduate;Unknown;$60K - $80K;Blue;36;0;4360;66;0
3653;62;M;0;Unknown;Single;Less than $40K;Blue;36;1769;4423;67;0.484
1713;44;F;3;Uneducated;Unknown;Less than $40K;Blue;36;0;3999;66;0
34516;55;M;2;Graduate;Single;$80K - $120K;Blue;46;1718;5220;74;0.05
6548;43;M;4;Graduate;Single;$80K - $120K;Blue;33;1244;4354;79;0.19
1953;35;F;2;Doctorate;Married;$40K - $60K;Blue;27;1554;4598;71;0.796
3051;49;M;3;High School;Unknown;$40K - $60K;Blue;38;1783;4887;69;0.584
25256;44;M;3;Graduate;Married;$80K - $120K;Blue;25;966;2048;40;0.038
1630;48;F;3;Graduate;Single;Unknown;Blue;36;1243;1884;43;0.763
34516;42;M;4;High School;Married;$120K +;Gold;30;1045;3574;75;0.03
10800;43;M;4;Unknown;Married;$40K - $60K;Blue;37;1491;3966;77;0.138
1876;39;F;1;Graduate;Single;Less than $40K;Blue;26;1536;2579;47;0.819
4963;42;M;5;Unknown;Married;$60K - $80K;Blue;36;0;2335;40;0
16739;44;M;1;Graduate;Single;$60K - $80K;Blue;37;1229;4014;69;0.073
2463;56;F;0;Graduate;Single;Less than $40K;Blue;45;1621;4118;70;0.658
34516;46;M;3;College;Single;$80K - $120K;Silver;38;1278;4699;73;0.037
4743;50;M;2;College;Married;$60K - $80K;Blue;37;1687;3739;55;0.356
9382;43;M;3;College;Unknown;$60K - $80K;Blue;33;1455;3412;71;0.155
2059;45;F;3;Uneducated;Single;Less than $40K;Blue;30;1118;4110;71;0.543
20410;58;M;2;Unknown;Divorced;$60K - $80K;Blue;52;1196;3525;78;0.059
6798;39;F;2;Graduate;Divorced;Less than $40K;Blue;31;918;3961;69;0.135
6472;44;F;2;Unknown;Single;Less than $40K;Blue;32;2128;3592;66;0.329
2766;45;M;3;High School;Single;Less than $40K;Blue;29;1985;4480;70;0.718
1438.3;55;F;2;Graduate;Married;Less than $40K;Blue;46;0;4271;79;0
3283;49;F;2;College;Married;Less than $40K;Blue;35;1856;4498;64;0.565
2470;46;F;3;Graduate;Married;Less than $40K;Blue;37;1961;4519;78;0.794
20695;43;M;4;Unknown;Married;$120K +;Blue;37;1250;3924;82;0.06
4228;42;F;5;Graduate;Married;Less than $40K;Blue;36;1709;4389;79;0.404
31743;45;M;3;Graduate;Unknown;$80K - $120K;Blue;28;1332;4293;73;0.042
3212;48;F;4;Unknown;Unknown;Less than $40K;Blue;29;2517;4284;69;0.784
5884;47;F;3;Unknown;Single;Unknown;Blue;42;1382;4477;82;0.235
1724;44;F;3;Unknown;Single;Less than $40K;Blue;33;0;4768;80;0
2468;59;F;1;Graduate;Married;Less than $40K;Blue;36;0;2017;37;0
1438.3;49;F;3;Graduate;Divorced;Less than $40K;Blue;36;0;1849;43;0
3111;47;F;5;Graduate;Married;Less than $40K;Blue;42;1541;4570;68;0.495
2799;58;F;1;High School;Married;Less than $40K;Blue;46;1532;4214;83;0.547
1912;48;F;3;College;Married;Less than $40K;Blue;36;1163;4786;81;0.608
18927;46;M;3;College;Married;$80K - $120K;Blue;41;887;3101;54;0.047
2016;51;F;3;Graduate;Married;Less than $40K;Blue;46;395;2473;44;0.196
4830;51;M;2;Post-Graduate;Unknown;$80K - $120K;Blue;43;1970;4850;80;0.408
1438.3;56;M;2;Graduate;Single;$80K - $120K;Blue;36;0;2123;37;0
1986;50;F;3;High School;Single;Less than $40K;Blue;36;1614;4442;64;0.813
2877;47;M;2;Unknown;Single;$80K - $120K;Blue;41;1136;4006;68;0.395
2312;53;F;1;College;Single;Less than $40K;Blue;45;1997;5085;78;0.864
2644;46;F;3;Graduate;Married;$40K - $60K;Blue;39;2126;3601;66;0.804
2062;39;F;1;Uneducated;Single;Less than $40K;Blue;35;1302;3785;63;0.631
3510;50;F;1;Graduate;Married;Less than $40K;Blue;35;1881;3808;81;0.536
15026;55;M;2;Graduate;Single;$80K - $120K;Blue;36;916;3281;63;0.061
27186;50;M;3;College;Unknown;$80K - $120K;Blue;37;0;1704;34;0
2174;45;M;5;High School;Married;$60K - $80K;Blue;36;877;4596;71;0.403
29535;42;M;3;College;Single;$80K - $120K;Blue;36;895;3934;74;0.03
2974;50;F;2;High School;Single;Less than $40K;Blue;43;2090;4297;88;0.703
1438.3;50;F;2;Graduate;Unknown;Less than $40K;Blue;36;0;2329;43;0
8148;51;F;3;Uneducated;Married;Less than $40K;Blue;39;701;4124;87;0.086
2646;48;F;4;Post-Graduate;Married;Less than $40K;Blue;31;1983;4727;83;0.749
2054;37;F;3;Unknown;Single;Unknown;Blue;24;0;2567;43;0
34516;43;M;2;High School;Married;$120K +;Blue;36;1477;1868;40;0.043
1879;37;F;1;High School;Single;Less than $40K;Blue;23;1486;5202;88;0.791
15913;45;M;4;High School;Single;$80K - $120K;Blue;34;1696;4472;86;0.107
8685;44;F;2;High School;Single;Less than $40K;Blue;36;0;2473;56;0
2676;60;F;2;Uneducated;Unknown;$40K - $60K;Blue;52;1740;3863;69;0.65
1438.3;58;F;1;Post-Graduate;Single;Less than $40K;Blue;36;0;4722;89;0
1711;42;M;2;Graduate;Single;$40K - $60K;Blue;28;0;4496;77;0
2572;61;M;0;High School;Single;$40K - $60K;Blue;48;1969;4313;84;0.766
4535;56;M;4;High School;Married;$60K - $80K;Blue;43;0;2342;40;0
5950;44;M;2;Graduate;Married;$60K - $80K;Blue;36;1117;4682;89;0.188
2088;39;M;1;Unknown;Single;$40K - $60K;Blue;33;975;2866;59;0.467
10466;43;F;3;Unknown;Married;Less than $40K;Silver;32;2080;4116;64;0.199
4761;39;M;2;Graduate;Married;$60K - $80K;Blue;23;1561;2045;53;0.328
1488;50;F;4;Unknown;Married;Less than $40K;Blue;45;755;4451;65;0.507
19114;44;M;2;College;Married;$60K - $80K;Blue;27;1754;4413;69;0.092
7536;30;F;1;Uneducated;Single;Unknown;Blue;24;1272;4189;86;0.169
2441;47;F;1;Graduate;Single;Unknown;Blue;37;1672;4439;74;0.685
13189;47;M;3;Graduate;Married;$80K - $120K;Blue;42;1205;3821;83;0.091
1914;49;F;3;Post-Graduate;Married;Less than $40K;Blue;35;0;2687;41;0
2468;42;F;2;Graduate;Divorced;$40K - $60K;Blue;31;1850;4483;77;0.75
2564;57;F;1;Unknown;Single;Less than $40K;Blue;44;1258;2673;43;0.491
1679;43;F;4;Unknown;Married;Less than $40K;Blue;24;951;2492;43;0.566
3410;44;F;3;High School;Single;$40K - $60K;Blue;37;1110;5102;63;0.326
2728;45;F;3;Uneducated;Married;Less than $40K;Blue;38;0;4554;75;0
7119;51;M;3;High School;Single;$60K - $80K;Blue;43;1513;4969;84;0.213
3532;57;F;0;High School;Divorced;Less than $40K;Blue;36;869;4297;64;0.246
7459;60;F;1;Uneducated;Single;Unknown;Blue;50;1717;4328;68;0.23
2294;64;F;0;Graduate;Single;Less than $40K;Blue;56;1582;3951;79;0.69
1663;37;M;3;Graduate;Married;$80K - $120K;Blue;18;0;3950;82;0
5129;49;F;3;Unknown;Single;$40K - $60K;Blue;42;1654;3192;61;0.322
1722;53;F;4;Graduate;Married;Less than $40K;Blue;37;0;2141;35;0
2586;46;F;4;Graduate;Married;Unknown;Blue;40;1270;4481;77;0.491
8708;50;F;2;High School;Single;Less than $40K;Blue;46;996;3927;60;0.114
8869;56;F;3;Unknown;Single;Less than $40K;Blue;50;0;3270;63;0
2641;45;F;3;Graduate;Married;Less than $40K;Blue;34;1336;4224;77;0.506
34516;43;M;4;High School;Divorced;$80K - $120K;Blue;36;1048;4192;73;0.03
34516;52;M;2;Unknown;Married;$80K - $120K;Silver;48;1473;4254;73;0.043
1965;47;F;3;Unknown;Single;Less than $40K;Blue;36;1175;4579;87;0.598
1513;50;F;0;High School;Married;Less than $40K;Blue;36;0;4759;98;0
10543;42;M;4;College;Single;$40K - $60K;Blue;36;0;1841;39;0
17764;49;M;1;Graduate;Single;$80K - $120K;Blue;42;1459;2750;57;0.082
1438.3;50;F;2;Graduate;Single;$40K - $60K;Blue;43;0;4512;77;0
6371;49;F;2;College;Single;$40K - $60K;Blue;36;1946;3592;79;0.305
19188;43;M;4;Graduate;Divorced;$80K - $120K;Blue;36;1622;4282;52;0.085
3076;60;M;0;College;Unknown;Less than $40K;Blue;47;2257;4522;75;0.734
2822;49;M;4;Graduate;Single;$40K - $60K;Blue;42;1501;4344;68;0.532
4139;42;F;4;College;Married;$40K - $60K;Blue;37;0;2232;41;0
34516;42;M;3;College;Single;$80K - $120K;Silver;26;904;3910;68;0.026
4121;43;M;3;Graduate;Single;$120K +;Blue;23;2084;3462;49;0.506
10074;42;F;2;Doctorate;Unknown;Less than $40K;Silver;36;1079;3338;65;0.107
